Client User Name,Client Host,Client Host Groups,Server Host,Server Host Groups,Duration,Application,Service Summary,Total Traffic (bps),Total Bytes,Total Packets,Start Active Time,Client Bytes,Client Ratio (%),Server Bytes,First Client Port Seen,Server Port
,10.1.74.166,"Security, PA-HERSHEY-DTACTR",10.1.74.165,"Security, PA-HERSHEY-DTACTR",112 days 5 hours 12 minutes,Undefined TCP,Undefined TCP (5671/tcp),713253.1213389122,21308437,53147,"Oct 18, 2017 11:57:51 AM",1723681,8.0892,19584756,42045,5671
,10.6.74.43,PA-HERSHEY-NONPROD,10.1.74.165,"Security, PA-HERSHEY-DTACTR",363 days 16 hours 6 minutes,Undefined TCP,Undefined TCP (5671/tcp),709965.7573221758,21210227,76557,"Feb 9, 2017 12:03:31 AM",2057649,9.7012,19152578,46377,5671
,10.1.68.117,PA-HERSHEY-DTACTR,10.1.70.214,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 26 minutes,Undefined TCP,Undefined TCP (30015/tcp),705928.0,21089599,35729,"Dec 17, 2017 7:43:45 AM",5800687,27.505,15288912,22462,30015
,10.1.9.89,"PA-HERSHEY-DTACTR, Systems Management",10.6.68.128,PA-HERSHEY-NONPROD,91 days 15 hours 8 minutes,Undefined TCP,Undefined TCP (49154/tcp),704657.0711297072,21051630,50104,"Nov 8, 2017 1:01:29 AM",613122,2.9125,20438508,54962,49154
,10.6.74.41,PA-HERSHEY-NONPROD,10.1.74.165,"Security, PA-HERSHEY-DTACTR",62 days 1 hour 51 minutes,Undefined TCP,Undefined TCP (5671/tcp),702501.6569037657,20987237,30711,"Dec 7, 2017 2:18:55 PM",447757,2.1335,20539480,42494,5671
,10.1.9.89,"PA-HERSHEY-DTACTR, Systems Management",10.6.68.98,PA-HERSHEY-NONPROD,91 days 15 hours 9 minutes,Undefined TCP,Undefined TCP (49154/tcp),703819.9322033898,20762688,52378,"Nov 8, 2017 1:00:40 AM",742612,3.5767,20020076,52411,49154
,10.6.74.40,PA-HERSHEY-NONPROD,10.1.74.165,"Security, PA-HERSHEY-DTACTR",231 days 6 hours 53 minutes,Undefined TCP,Undefined TCP (5671/tcp),693674.0083682009,20723511,58215,"Jun 21, 2017 10:16:36 AM",2063293,9.9563,18660218,37747,5671
,10.1.66.15,PA-HERSHEY-DTACTR,10.1.70.24,"PA-HERSHEY-DTACTR, DB Servers",444 days 13 hours 31 minutes,SQL-server (unclassified),sql-server (1433/tcp),682550.2259414226,20391188,60896,"Nov 20, 2016 2:38:40 AM",13823203,67.7901,6567985,49262,1433
,10.1.68.141,PA-HERSHEY-DTACTR,10.1.70.214,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 25 minutes,Undefined TCP,Undefined TCP (30015/tcp),682426.7447698745,20387499,31737,"Dec 17, 2017 7:44:01 AM",4928474,24.174,15459025,39902,30015
,10.1.9.89,"PA-HERSHEY-DTACTR, Systems Management",10.6.70.131,"PA-HERSHEY-NONPROD, DB Servers",91 days 15 hours 8 minutes,Undefined TCP,Undefined TCP (49154/tcp),688778.7118644068,20318972,48361,"Nov 8, 2017 1:01:42 AM",665866,3.2771,19653106,55995,49154
,10.1.9.89,"PA-HERSHEY-DTACTR, Systems Management",10.6.66.54,PA-HERSHEY-NONPROD,91 days 15 hours 9 minutes,Undefined TCP,Undefined TCP (49154/tcp),674179.7824267782,20141121,47945,"Nov 8, 2017 1:00:34 AM",558526,2.7731,19582595,51832,49154
,10.1.73.77,"PA-HERSHEY-DTACTR, Mail Servers",10.2.73.77,"Mail Servers, NJ-HADDON-DTACTR",171 days 9 hours 15 minutes,Undefined TCP,notes-rpc (1352/tcp),682716.8,20054806,21333,"Aug 20, 2017 7:54:45 AM",12082320,60.2465,7972486,18468,1352
,10.1.9.89,"PA-HERSHEY-DTACTR, Systems Management",10.6.66.161,PA-HERSHEY-NONPROD,91 days 15 hours 9 minutes,Undefined TCP,Undefined TCP (49154/tcp),643188.820083682,19215266,46396,"Nov 8, 2017 1:00:53 AM",139685,0.7269,19075581,52410,49154
,10.1.68.145,PA-HERSHEY-DTACTR,10.1.70.214,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 25 minutes,Undefined TCP,Undefined TCP (30015/tcp),658175.7205240175,18840280,14386,"Dec 17, 2017 7:44:23 AM",303684,1.6119,18536596,38025,30015
,10.1.10.215,PA-HERSHEY-DTACTR,50.235.241.90,United States,65 days 3 hours 18 minutes,Undefined UDP,Undefined UDP (4500/udp),621778.9121338913,18575645,87630,"Dec 4, 2017 12:51:13 PM",10139306,54.5839,8436339,4500,4500
,10.1.9.89,"PA-HERSHEY-DTACTR, Systems Management",10.6.66.160,PA-HERSHEY-NONPROD,91 days 15 hours 7 minutes,Undefined TCP,Undefined TCP (49154/tcp),816411.0734463277,18063095,18486,"Nov 8, 2017 1:01:54 AM",372716,2.0634,17690379,55927,49154
,10.1.66.180,PA-HERSHEY-DTACTR,10.1.70.22,"PA-HERSHEY-DTACTR, DB Servers",102 days 23 hours 15 minutes,SQL-server (unclassified),sql-server (1433/tcp),596501.6569037657,17820487,20660,"Oct 27, 2017 5:54:46 PM",4781057,26.829,13039430,57409,1433
,10.1.69.91,PA-HERSHEY-DTACTR,10.1.70.87,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 31 minutes,Undefined TCP,Undefined TCP (1527/tcp),563676.5523012553,16839837,18788,"Dec 17, 2017 7:38:40 AM",2570973,15.2672,14268864,48452,1527
,10.1.9.89,"PA-HERSHEY-DTACTR, Systems Management",10.6.64.42,PA-HERSHEY-NONPROD,91 days 15 hours 9 minutes,Undefined TCP,Undefined TCP (49154/tcp),570083.0638297872,16746190,40235,"Nov 8, 2017 1:00:50 AM",96146,0.5741,16650044,51992,49154
,10.1.69.87,PA-HERSHEY-DTACTR,10.1.70.197,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 14 minutes,Undefined TCP,Undefined TCP (30015/tcp),552979.6485355649,16520267,39176,"Dec 17, 2017 7:55:25 AM",7695251,46.5807,8825016,44221,30015
,10.1.9.89,"PA-HERSHEY-DTACTR, Systems Management",10.6.66.59,PA-HERSHEY-NONPROD,91 days 15 hours 8 minutes,Undefined TCP,Undefined TCP (49154/tcp),550129.5593220339,16228822,38621,"Nov 8, 2017 1:01:05 AM",504506,3.1087,15724316,52547,49154
,10.1.9.89,"PA-HERSHEY-DTACTR, Systems Management",10.6.68.21,PA-HERSHEY-NONPROD,91 days 15 hours 8 minutes,Undefined TCP,Undefined TCP (49154/tcp),535566.460251046,16000048,38072,"Nov 8, 2017 1:01:34 AM",564626,3.5289,15435422,54533,49154
,10.1.68.80,PA-HERSHEY-DTACTR,10.1.70.214,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 26 minutes,Undefined TCP,Undefined TCP (30015/tcp),516565.1213389121,15432383,22396,"Dec 17, 2017 7:43:40 AM",3365168,21.8059,12067215,38025,30015
,10.1.74.33,"Security, PA-HERSHEY-DTACTR",10.251.0.55,Security Cellular,165 days 7 hours 59 minutes,HTTP (unclassified),http (80/tcp),683426.5027932961,15291668,17324,"Aug 26, 2017 9:09:53 AM",296484,1.9389,14995184,37258,80
,10.1.68.133,PA-HERSHEY-DTACTR,10.1.70.214,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 26 minutes,Undefined TCP,Undefined TCP (30015/tcp),501692.6861924686,14988069,17250,"Dec 17, 2017 7:43:51 AM",1499630,10.0055,13488439,61760,30015
,10.1.9.89,"PA-HERSHEY-DTACTR, Systems Management",10.6.66.72,PA-HERSHEY-NONPROD,91 days 15 hours 9 minutes,Undefined TCP,Undefined TCP (49154/tcp),500140.6779661017,14754150,35115,"Nov 8, 2017 1:00:29 AM",438310,2.9708,14315840,51717,49154
,10.2.72.116,"VoIP System, NJ-HADDON-DTACTR",10.1.72.116,"PA-HERSHEY-DTACTR, VoIP System",191 days 18 hours 52 minutes,Undefined TCP,Undefined TCP (61616/tcp),492450.81171548116,14711968,28292,"Jul 30, 2017 10:17:03 PM",734452,4.9922,13977516,26745,61616
,10.1.73.83,"PA-HERSHEY-DTACTR, Mail Servers",10.2.73.83,"Mail Servers, NJ-HADDON-DTACTR",171 days 9 hours 14 minutes,Undefined TCP,notes-rpc (1352/tcp),470307.5294117647,13991649,14935,"Aug 20, 2017 7:55:21 AM",8468976,60.5288,5522673,25040,1352
,10.1.74.56,"Security, PA-HERSHEY-DTACTR",10.1.70.50,"PA-HERSHEY-DTACTR, DB Servers",52 days 12 hours 2 minutes,SQL-server (unclassified),sql-server (1433/tcp),457493.55648535566,13667620,15741,"Dec 17, 2017 4:07:57 AM",1803683,13.1968,11863937,49200,1433
,10.1.161.25,"McAfee Web Gateway, PA-HERSHEY-DTACTR",104.198.167.218,United States,75 days 5 hours 30 minutes,VPN,https (443/tcp),435334.6945606695,13005624,50652,"Nov 24, 2017 10:39:33 AM",3680628,28.3003,9324996,42738,443
,10.1.68.146,PA-HERSHEY-DTACTR,10.1.70.214,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 25 minutes,Undefined TCP,Undefined TCP (30015/tcp),412794.94560669456,12332249,9335,"Dec 17, 2017 7:44:30 AM",151432,1.2279,12180817,23964,30015
,10.1.69.66,PA-HERSHEY-DTACTR,10.1.70.206,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 26 minutes,Undefined TCP,Undefined TCP (30015/tcp),379868.2175732218,11348563,18318,"Dec 17, 2017 7:43:20 AM",2933073,25.8453,8415490,49900,30015
,10.1.9.44,"PA-HERSHEY-DTACTR, Systems Management",10.1.70.171,"PA-HERSHEY-DTACTR, DB Servers",448 days 1 hour 14 minutes,SQL-server (unclassified),sql-server (1433/tcp),378181.5230125523,11298173,16469,"Nov 16, 2016 2:55:25 PM",5354282,47.3907,5943891,49328,1433
,10.1.73.25,"PA-HERSHEY-DTACTR, Mail Servers",10.1.70.30,"PA-HERSHEY-DTACTR, DB Servers",80 days 14 hours 33 minutes,SQL-server (unclassified),sql-server (1433/tcp),357250.14225941425,10672848,8164,"Nov 19, 2017 1:36:05 AM",58624,0.5493,10614224,49333,1433
,10.1.66.11,PA-HERSHEY-DTACTR,10.1.70.58,"PA-HERSHEY-DTACTR, DB Servers",122 days 23 hours 51 minutes,SQL-server (unclassified),sql-server (1433/tcp),360220.3914893617,10581474,12750,"Oct 7, 2017 5:18:28 PM",2879747,27.215,7701727,55067,1433
,10.1.82.11,PA-HERSHEY-DTACTR,10.1.70.78,"PA-HERSHEY-DTACTR, DB Servers",303 days 7 hours 37 minutes,SQL-server (unclassified),sql-server (1433/tcp),343837.6234309623,10272149,25681,"Apr 10, 2017 9:32:53 AM",2337826,22.7589,7934323,49426,1433
,10.1.69.165,PA-HERSHEY-DTACTR,10.1.70.200,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 22 minutes,Undefined TCP,Undefined TCP (30015/tcp),335869.6569037657,10034106,8201,"Dec 17, 2017 7:47:25 AM",339546,3.3839,9694560,29907,30015
,10.1.68.147,PA-HERSHEY-DTACTR,10.1.70.214,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 25 minutes,Undefined TCP,Undefined TCP (30015/tcp),332341.05439330544,9928689,8187,"Dec 17, 2017 7:44:32 AM",210400,2.1191,9718289,49901,30015
,10.1.161.26,"McAfee Web Gateway, PA-HERSHEY-DTACTR",10.1.74.21,"LogLogic, Security, PA-HERSHEY-DTACTR",105 days 10 hours 50 minutes,syslog,syslog (514/udp),326292.2175732218,9747980,17204,"Oct 25, 2017 6:19:49 AM",9747980,100,0,55328,514
,10.1.161.26,"McAfee Web Gateway, PA-HERSHEY-DTACTR",10.1.74.84,"Security, PA-HERSHEY-DTACTR",105 days 10 hours 50 minutes,syslog,syslog (514/udp),326238.89539748954,9746387,17202,"Oct 25, 2017 6:19:49 AM",9746387,100,0,50152,514
,10.1.161.26,"McAfee Web Gateway, PA-HERSHEY-DTACTR",104.198.167.218,United States,105 days 10 hours 47 minutes,P2P file,https (443/tcp),317342.7280334728,9480614,39076,"Oct 25, 2017 6:22:31 AM",2929911,30.9042,6550703,20243,443
,10.1.73.86,"PA-HERSHEY-DTACTR, Mail Servers",10.2.73.86,"Mail Servers, NJ-HADDON-DTACTR",171 days 9 hours 15 minutes,Undefined TCP,notes-rpc (1352/tcp),291805.28870292887,8717683,9479,"Aug 20, 2017 7:54:32 AM",5294312,60.7307,3423371,11571,1352
,192.234.148.253,Catch All,192.234.148.1,Catch All,284 days 19 hours 7 minutes,NetFlow/sFlow,Undefined UDP (50529/udp),288101.0878661088,8607020,13134,"Apr 28, 2017 10:02:40 PM",4357832,50.6311,4249188,2055,50529
,10.2.64.14,NJ-HADDON-DTACTR,10.1.70.10,"PA-HERSHEY-DTACTR, DB Servers",143 days 13 hours 2 minutes,SQL-server (unclassified),sql-server (1433/tcp),286088.06694560667,8546881,21081,"Sep 17, 2017 4:07:47 AM",2183742,25.5502,6363139,49283,1433
,10.1.9.14,"PA-HERSHEY-DTACTR, Systems Management",10.1.70.155,"PA-HERSHEY-DTACTR, DB Servers",448 days 1 hour 14 minutes,SQL-server (unclassified),sql-server (1433/tcp),273269.95815899584,8163940,12798,"Nov 16, 2016 2:55:41 PM",4365687,53.4752,3798253,49255,1433
,10.1.68.142,PA-HERSHEY-DTACTR,10.1.70.214,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 25 minutes,Undefined TCP,Undefined TCP (30015/tcp),272846.8284518829,8151299,19349,"Dec 17, 2017 7:44:07 AM",4644462,56.9782,3506837,17737,30015
,10.1.69.48,PA-HERSHEY-DTACTR,10.1.70.206,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 26 minutes,Undefined TCP,Undefined TCP (30015/tcp),272006.09205020923,8126182,15551,"Dec 17, 2017 7:43:19 AM",2954894,36.3626,5171288,28137,30015
,10.1.64.12,"Antivirus Servers, ePO Servers, PA-HERSHEY-DTACTR",10.1.80.16,"PA-HERSHEY-DTACTR, PIN-DMZ",108 days 16 hours 13 minutes,Undefined TCP,Undefined TCP (49155/tcp),250142.39330543933,7473004,5892,"Oct 22, 2017 12:56:14 AM",196232,2.6259,7276772,49221,49155
,10.1.64.49,PA-HERSHEY-DTACTR,10.1.64.187,PA-HERSHEY-DTACTR,138 days 10 hours 42 minutes,SMB (unclassified),smb (445/tcp),248778.6108786611,7432261,6606,"Sep 22, 2017 6:27:20 AM",171214,2.3037,7261047,49371,445
,10.1.100.123,PA-HERSHEY-DTACTR,10.1.64.14,PA-HERSHEY-DTACTR,52 days 11 hours 53 minutes,SMB (unclassified),smb (445/tcp),354504.9638554217,7355978,12153,"Dec 17, 2017 4:15:26 AM",145286,1.9751,7210692,57777,445
,10.1.68.54,PA-HERSHEY-DTACTR,10.1.64.14,PA-HERSHEY-DTACTR,52 days 11 hours 57 minutes,Undefined TCP,nfs (2049/tcp),243655.39748953976,7279205,38843,"Dec 17, 2017 4:12:35 AM",4068783,55.896,3210422,715,2049
,10.1.74.67,"Security, PA-HERSHEY-DTACTR",10.1.70.30,"PA-HERSHEY-DTACTR, DB Servers",444 days 13 hours 45 minutes,SQL-server (unclassified),sql-server (1433/tcp),238651.5481171548,7129715,15482,"Nov 20, 2016 2:24:29 AM",1184092,16.6078,5945623,49191,1433
,10.1.82.12,PA-HERSHEY-DTACTR,10.1.70.78,"PA-HERSHEY-DTACTR, DB Servers",137 days 2 hours 35 minutes,SQL-server (unclassified),sql-server (1433/tcp),238065.7071129707,7112213,13750,"Sep 23, 2017 2:34:58 PM",727358,10.2269,6384855,49240,1433
,10.1.69.186,PA-HERSHEY-DTACTR,10.1.64.14,PA-HERSHEY-DTACTR,52 days 15 hours 27 minutes,Undefined TCP,nfs (2049/tcp),234335.9330543933,7000786,29661,"Dec 17, 2017 12:42:25 AM",2916597,41.661,4084189,886,2049
,10.1.68.143,PA-HERSHEY-DTACTR,10.1.70.214,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 25 minutes,Undefined TCP,Undefined TCP (30015/tcp),231908.05020920502,6928253,7112,"Dec 17, 2017 7:44:11 AM",364930,5.2673,6563323,44178,30015
,192.168.1.66,Catch All,50.235.241.90,United States,170 days 14 hours 37 minutes,Undefined UDP,Undefined UDP (4500/udp),229419.64853556486,6853912,33451,"Aug 21, 2017 2:32:49 AM",0,0,6853912,4500,4500
,10.1.232.43,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,99 days 11 hours 6 minutes,Undefined UDP,Undefined UDP (19000/udp),222456.90376569037,6645900,83073,"Oct 31, 2017 6:03:01 AM",6645900,100,0,18000,19000
,10.1.9.89,"PA-HERSHEY-DTACTR, Systems Management",10.6.100.29,PA-HERSHEY-NONPROD,124 days 16 hours 37 minutes,Undefined TCP,Undefined TCP (49154/tcp),246806.69158878503,6602079,15706,"Oct 6, 2017 12:32:24 AM",348041,5.2717,6254038,61668,49154
,10.1.232.9,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,183 days 2 hours 51 minutes,Undefined UDP,Undefined UDP (19000/udp),214648.80334728034,6412633,80160,"Aug 8, 2017 2:18:10 PM",6412633,100,0,18000,19000
,10.1.72.45,"PA-HERSHEY-DTACTR, VoIP System",10.2.72.18,"VoIP System, NJ-HADDON-DTACTR",207 days 7 hours 6 minutes,Undefined TCP,shoutcast (8002/tcp),208009.7071129707,6214290,9174,"Jul 15, 2017 10:03:57 AM",3968382,63.859,2245908,38391,8002
,10.1.232.11,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,148 days 3 hours 28 minutes,Undefined UDP,Undefined UDP (19000/udp),203550.76150627615,6081079,76014,"Sep 12, 2017 1:41:00 PM",6081079,100,0,18000,19000
,10.1.72.15,"PA-HERSHEY-DTACTR, VoIP System",10.2.72.102,"VoIP System, NJ-HADDON-DTACTR",112 days 18 hours 44 minutes,Undefined TCP,Undefined TCP (1090/tcp),202530.5439330544,6050600,6280,"Oct 17, 2017 10:25:13 PM",122080,2.0177,5928520,56798,1090
,10.1.232.66,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,127 days 1 hour 51 minutes,Undefined UDP,Undefined UDP (19000/udp),202022.49372384936,6035422,75442,"Oct 3, 2017 3:18:20 PM",6035422,100,0,18000,19000
,10.1.74.57,"Security, PA-HERSHEY-DTACTR",10.1.70.50,"PA-HERSHEY-DTACTR, DB Servers",335 days 5 hours 36 minutes,SQL-server (unclassified),sql-server (1433/tcp),200313.03765690376,5984352,9507,"Mar 9, 2017 10:33:27 AM",1607344,26.8591,4377008,52967,1433
,10.1.232.50,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,123 days 23 hours 10 minutes,Undefined UDP,Undefined UDP (19000/udp),194093.99163179917,5798558,72483,"Oct 6, 2017 5:59:12 PM",5798558,100,0,18000,19000
,10.1.66.53,PA-HERSHEY-DTACTR,10.1.70.123,"PA-HERSHEY-DTACTR, DB Servers",231 days 15 hours 20 minutes,SQL-server (unclassified),sql-server (1433/tcp),193462.52719665272,5779693,7712,"Jun 21, 2017 1:49:21 AM",429518,7.4315,5350175,1061,1433
,10.0.0.6,Network Devices,10.1.9.52,"PA-HERSHEY-DTACTR, SolarWinds, Systems Management",428 days 4 hours 48 minutes,NetFlow/sFlow,netflow (2055/udp),193297.30543933055,5774757,3955,"Dec 6, 2016 11:21:24 AM",5774757,100,0,49884,2055
,10.1.66.195,PA-HERSHEY-DTACTR,10.1.70.42,"PA-HERSHEY-DTACTR, DB Servers",72 days 23 hours 25 minutes,SQL-server (unclassified),sql-server (1433/tcp),199399.4805194805,5757660,9143,"Nov 26, 2017 4:44:25 PM",3824816,66.43,1932844,49911,1433
,10.1.232.99,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,61 days 20 hours 13 minutes,Undefined UDP,Undefined UDP (19000/udp),189755.71548117156,5668952,70862,"Dec 7, 2017 7:56:31 PM",5668952,100,0,18000,19000
,10.1.232.40,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,231 days 3 hours 13 minutes,Undefined UDP,Undefined UDP (19000/udp),188281.40585774058,5624907,70311,"Jun 21, 2017 1:56:36 PM",5624907,100,0,18000,19000
,10.1.232.8,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,90 days 23 hours 24 minutes,Undefined UDP,Undefined UDP (19000/udp),186794.07531380752,5580473,69753,"Nov 8, 2017 4:45:55 PM",5580473,100,0,18000,19000
,10.1.100.149,PA-HERSHEY-DTACTR,10.1.68.92,PA-HERSHEY-DTACTR,52 days 8 hours 10 minutes,Undefined TCP,Undefined TCP (8006/tcp),186234.84518828453,5563766,5871,"Dec 17, 2017 7:59:54 AM",317867,5.7132,5245899,54063,8006
,10.1.232.85,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,81 days 23 hours 53 minutes,Undefined UDP,Undefined UDP (19000/udp),186134.82845188284,5560778,69511,"Nov 17, 2017 4:16:08 PM",5560778,100,0,18000,19000
,10.1.66.196,PA-HERSHEY-DTACTR,10.1.70.42,"PA-HERSHEY-DTACTR, DB Servers",79 days 21 hours 11 minutes,SQL-server (unclassified),sql-server (1433/tcp),185684.61924686193,5547328,8465,"Nov 19, 2017 6:58:24 PM",3988514,71.8997,1558814,65108,1433
,10.1.9.89,"PA-HERSHEY-DTACTR, Systems Management",10.6.102.30,PA-HERSHEY-NONPROD,91 days 15 hours 8 minutes,Undefined TCP,Undefined TCP (49154/tcp),180274.74476987447,5385708,12795,"Nov 8, 2017 1:01:45 AM",341485,6.3406,5044223,55279,49154
"martinn, stephege",10.90.64.115,"IL-ALTON-CSC, Domain Controllers, DNS Servers",10.90.128.94,"IL-ALTON-CSC, Domain Controllers, DNS Servers",300 days 13 hours 29 minutes,Undefined TCP,Undefined TCP (49155/tcp),179120.46861924685,5351224,3604,"Apr 13, 2017 3:40:41 AM",57102,1.0671,5294122,65440,49155
,10.1.74.68,"Security, PA-HERSHEY-DTACTR",10.1.70.30,"PA-HERSHEY-DTACTR, DB Servers",80 days 14 hours 31 minutes,SQL-server (unclassified),sql-server (1433/tcp),177877.75732217572,5314098,25981,"Nov 19, 2017 1:38:12 AM",2915002,54.8541,2399096,49433,1433
,10.1.69.55,PA-HERSHEY-DTACTR,10.1.64.187,PA-HERSHEY-DTACTR,92 days 4 hours 19 minutes,Undefined TCP,nfs (2049/tcp),180738.58723404256,5309196,26180,"Nov 7, 2017 11:50:46 AM",2313064,43.5671,2996132,679,2049
,10.1.232.2,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,203 days 15 hours 26 minutes,Undefined UDP,Undefined UDP (19000/udp),177289.47280334728,5296523,66207,"Jul 19, 2017 1:43:23 AM",5296523,100,0,18000,19000
,10.1.102.13,PA-HERSHEY-DTACTR,10.1.70.58,"PA-HERSHEY-DTACTR, DB Servers",231 days 12 hours 34 minutes,SQL-server (unclassified),sql-server (1433/tcp),176921.9748953975,5285544,15828,"Jun 21, 2017 4:35:39 AM",2552106,48.2846,2733438,62296,1433
,10.1.9.12,"PA-HERSHEY-DTACTR, Systems Management",10.1.70.21,"PA-HERSHEY-DTACTR, DB Servers",108 days 12 hours 57 minutes,SQL-server (unclassified),sql-server (1433/tcp),176607.15611814347,5231987,14001,"Oct 22, 2017 4:12:17 AM",3690107,70.5297,1541880,50396,1433
,10.1.102.48,PA-HERSHEY-DTACTR,10.1.70.58,"PA-HERSHEY-DTACTR, DB Servers",108 days 9 hours 51 minutes,SQL-server (unclassified),sql-server (1433/tcp),174897.47280334728,5225062,13023,"Oct 22, 2017 7:18:01 AM",2460148,47.0836,2764914,49526,1433
,10.1.232.71,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,127 days 6 hours 5 minutes,Undefined UDP,Undefined UDP (19000/udp),172717.92468619248,5159948,64498,"Oct 3, 2017 11:04:15 AM",5159948,100,0,18000,19000
,10.1.68.75,PA-HERSHEY-DTACTR,10.1.64.15,PA-HERSHEY-DTACTR,58 days 17 hours 53 minutes,Undefined TCP,nfs (2049/tcp),174121.92139737992,4984240,27140,"Dec 10, 2017 10:16:37 PM",2740512,54.9835,2243728,860,2049
,10.1.72.31,"PA-HERSHEY-DTACTR, VoIP System",10.2.72.32,"VoIP System, NJ-HADDON-DTACTR",205 days 22 hours 21 minutes,SSH/SCP (unclassified),ssh (22/tcp),182279.55963302753,4967118,5800,"Jul 16, 2017 6:47:59 PM",4792840,96.4914,174278,56728,22
,10.1.100.149,PA-HERSHEY-DTACTR,10.1.68.94,PA-HERSHEY-DTACTR,52 days 8 hours 10 minutes,Undefined TCP,Undefined TCP (8008/tcp),164804.85355648535,4923545,5198,"Dec 17, 2017 7:59:54 AM",260780,5.2966,4662765,64890,8008
,10.1.232.25,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,154 days 7 hours 1 minute,Undefined UDP,Undefined UDP (19000/udp),163619.04602510462,4888119,61102,"Sep 6, 2017 10:08:59 AM",4888119,100,0,18000,19000
,10.1.232.36,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,118 days 7 hours 11 minutes,Undefined UDP,Undefined UDP (19000/udp),163223.69874476988,4876308,60955,"Oct 12, 2017 9:58:06 AM",4876308,100,0,18000,19000
,10.1.232.17,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,176 days 5 hours 30 minutes,Undefined UDP,Undefined UDP (19000/udp),160716.01673640168,4801391,60018,"Aug 15, 2017 11:39:59 AM",4801391,100,0,18000,19000
,10.1.66.232,PA-HERSHEY-DTACTR,10.1.70.42,"PA-HERSHEY-DTACTR, DB Servers",63 days 17 hours 51 minutes,SQL-server (unclassified),sql-server (1433/tcp),165412.58620689655,4796965,7333,"Dec 5, 2017 10:17:59 PM",3572078,74.4654,1224887,62537,1433
,10.1.232.1,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,245 days 7 hours 14 minutes,Undefined UDP,Undefined UDP (19000/udp),158910.0920502092,4747439,59343,"Jun 7, 2017 9:55:24 AM",4747439,100,0,18000,19000
,10.1.69.175,PA-HERSHEY-DTACTR,10.1.70.208,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 12 minutes,Undefined TCP,Undefined TCP (31015/tcp),168884.4642857143,4728765,12708,"Dec 17, 2017 7:56:56 AM",1529015,32.3343,3199750,28602,31015
,10.1.232.84,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,111 days 22 hours 39 minutes,Undefined UDP,Undefined UDP (19000/udp),157950.52719665272,4718772,58984,"Oct 18, 2017 6:30:54 PM",4718772,100,0,18000,19000
,10.1.66.10,PA-HERSHEY-DTACTR,10.1.70.34,"PA-HERSHEY-DTACTR, DB Servers",108 days 12 hours 28 minutes,SQL-server (unclassified),sql-server (1433/tcp),154822.49372384936,4625322,21947,"Oct 22, 2017 4:41:11 AM",2352978,50.8717,2272344,60329,1433
,10.1.232.61,PA-HERSHEY-DTACTR,10.1.228.3,PA-HERSHEY-DTACTR,160 days 6 hours 19 minutes,Undefined UDP,Undefined UDP (19000/udp),154212.1171548117,4607087,57590,"Aug 31, 2017 10:50:15 AM",4607087,100,0,18000,19000
